# EPR Data Export
# Original File:,/Users/sylvainbertaina/Documents/Cloud_CNRS/GitHub/EPyRTools/Tutorials/2014_03_19_MgO_300K_111_fullrotation33dB.par
# Microwave_Frequency:,9.399263 GHz
# Field_Center/Start:,N/A
# Field_Sweep/Increment:,N/A
# Data_Shape:,"(37, 2048)"
# Data_Type:,float32
# ---
X_Axis (a.u.),Y_Axis (a.u.),Intensity (a.u.)
3000.0,0.0,-28.12744140625
3000.341963849536,0.0,-16.12744140625
3000.683927699072,0.0,3.87255859375
3001.025891548608,0.0,9.87255859375
3001.3678553981435,0.0,-26.12744140625
3001.7098192476797,0.0,-28.12744140625
3002.0517830972153,0.0,25.87255859375
3002.3937469467514,0.0,-39.12744140625
3002.735710796287,0.0,-13.12744140625
3003.077674645823,0.0,-10.12744140625
3003.419638495359,0.0,0.87255859375
3003.761602344895,0.0,0.87255859375
3004.103566194431,0.0,-35.12744140625
3004.4455300439668,0.0,-42.12744140625
3004.787493893503,0.0,-12.12744140625
3005.1294577430385,0.0,23.87255859375
3005.4714215925746,0.0,0.87255859375
3005.8133854421103,0.0,-27.12744140625
3006.1553492916464,0.0,-24.12744140625
3006.497313141182,0.0,13.87255859375
3006.839276990718,0.0,20.87255859375
3007.181240840254,0.0,26.87255859375
3007.52320468979,0.0,0.87255859375
3007.8651685393256,0.0,-16.12744140625
3008.2071323888617,0.0,16.87255859375
3008.549096238398,0.0,-11.12744140625
3008.8910600879335,0.0,10.87255859375
3009.2330239374696,0.0,-27.12744140625
3009.5749877870053,0.0,-46.12744140625
3009.9169516365414,0.0,-22.12744140625
3010.258915486077,0.0,-5.12744140625
3010.600879335613,0.0,11.87255859375
3010.942843185149,0.0,-16.12744140625
3011.284807034685,0.0,-27.12744140625
3011.6267708842206,0.0,-27.12744140625
3011.9687347337567,0.0,-1.12744140625
3012.310698583293,0.0,5.87255859375
3012.6526624328285,0.0,-46.12744140625
3012.9946262823646,0.0,-46.12744140625
3013.3365901319003,0.0,15.87255859375
3013.6785539814364,0.0,0.87255859375
3014.020517830972,0.0,14.87255859375
3014.362481680508,0.0,-42.12744140625
3014.704445530044,0.0,-15.12744140625
3015.04640937958,0.0,5.87255859375
3015.3883732291156,0.0,-43.12744140625
3015.7303370786517,0.0,-33.12744140625
3016.072300928188,0.0,10.87255859375
3016.4142647777235,0.0,-13.12744140625
3016.7562286272596,0.0,-24.12744140625
3017.0981924767952,0.0,16.87255859375
3017.4401563263314,0.0,-9.12744140625
3017.782120175867,0.0,-19.12744140625
3018.124084025403,0.0,-4.12744140625
3018.466047874939,0.0,23.87255859375
3018.808011724475,0.0,-6.12744140625
3019.1499755740106,0.0,23.87255859375
3019.4919394235467,0.0,9.87255859375
3019.8339032730823,0.0,-9.12744140625
3020.1758671226185,0.0,-8.12744140625
3020.5178309721546,0.0,-19.12744140625
3020.8597948216902,0.0,-0.12744140625
3021.2017586712263,0.0,3.87255859375
3021.543722520762,0.0,4.87255859375
3021.885686370298,0.0,-4.12744140625
3022.227650219834,0.0,-24.12744140625
3022.56961406937,0.0,-15.12744140625
3022.9115779189056,0.0,22.87255859375
3023.2535417684417,0.0,40.87255859375
3023.5955056179773,0.0,-5.12744140625
3023.9374694675134,0.0,8.87255859375
3024.2794333170496,0.0,9.87255859375
3024.621397166585,0.0,-22.12744140625
3024.9633610161213,0.0,-18.12744140625
3025.305324865657,0.0,-0.12744140625
3025.647288715193,0.0,-29.12744140625
3025.9892525647288,0.0,-31.12744140625
3026.331216414265,0.0,-25.12744140625
3026.6731802638005,0.0,-26.12744140625
3027.0151441133366,0.0,-15.12744140625
3027.3571079628723,0.0,-7.12744140625
3027.6990718124084,0.0,7.87255859375
3028.041035661944,0.0,-45.12744140625
3028.38299951148,0.0,-17.12744140625
3028.7249633610163,0.0,23.87255859375
3029.066927210552,0.0,-5.12744140625
3029.408891060088,0.0,16.87255859375
3029.7508549096237,0.0,-0.12744140625
3030.09281875916,0.0,1.87255859375
3030.4347826086955,0.0,44.87255859375
3030.7767464582316,0.0,4.87255859375
3031.1187103077673,0.0,-10.12744140625
3031.4606741573034,0.0,0.87255859375
3031.802638006839,0.0,-8.12744140625
3032.144601856375,0.0,-0.12744140625
3032.4865657059113,0.0,-5.12744140625
3032.828529555447,0.0,-5.12744140625
3033.170493404983,0.0,33.87255859375
3033.5124572545187,0.0,38.87255859375
3033.854421104055,0.0,-27.12744140625
3034.1963849535905,0.0,-17.12744140625
3034.5383488031266,0.0,-6.12744140625
3034.8803126526623,0.0,-24.12744140625
3035.2222765021984,0.0,-3.12744140625
3035.564240351734,0.0,-18.12744140625
3035.90620420127,0.0,-9.12744140625
3036.2481680508063,0.0,-5.12744140625
3036.590131900342,0.0,-19.12744140625
3036.932095749878,0.0,41.87255859375
3037.2740595994137,0.0,24.87255859375
3037.61602344895,0.0,-19.12744140625
3037.9579872984855,0.0,3.87255859375
3038.2999511480216,0.0,14.87255859375
3038.6419149975573,0.0,5.87255859375
3038.9838788470934,0.0,-18.12744140625
3039.325842696629,0.0,-4.12744140625
3039.667806546165,0.0,12.87255859375
3040.009770395701,0.0,-10.12744140625
3040.351734245237,0.0,-28.12744140625
3040.693698094773,0.0,-10.12744140625
3041.0356619443087,0.0,-29.12744140625
3041.377625793845,0.0,-69.12744140625
3041.7195896433805,0.0,-2.12744140625
3042.0615534929166,0.0,-25.12744140625
3042.4035173424522,0.0,13.87255859375
3042.7454811919883,0.0,35.87255859375
3043.087445041524,0.0,1.87255859375
3043.42940889106,0.0,-44.12744140625
3043.771372740596,0.0,-43.12744140625
3044.113336590132,0.0,-0.12744140625
3044.455300439668,0.0,-21.12744140625
3044.7972642892037,0.0,-9.12744140625
3045.13922813874,0.0,1.87255859375
3045.4811919882754,0.0,5.87255859375
3045.8231558378116,0.0,-13.12744140625
3046.165119687347,0.0,21.87255859375
3046.5070835368833,0.0,-0.12744140625
3046.849047386419,0.0,-34.12744140625
3047.191011235955,0.0,-50.12744140625
3047.5329750854908,0.0,-7.12744140625
3047.874938935027,0.0,-6.12744140625
3048.216902784563,0.0,3.87255859375
3048.5588666340986,0.0,4.87255859375
3048.9008304836348,0.0,-17.12744140625
3049.2427943331704,0.0,12.87255859375
3049.5847581827065,0.0,-16.12744140625
3049.926722032242,0.0,4.87255859375
3050.2686858817783,0.0,-23.12744140625
3050.610649731314,0.0,16.87255859375
3050.95261358085,0.0,-33.12744140625
3051.2945774303857,0.0,-15.12744140625
3051.636541279922,0.0,-26.12744140625
3051.9785051294575,0.0,-2.12744140625
3052.3204689789936,0.0,-17.12744140625
3052.6624328285297,0.0,22.87255859375
3053.0043966780654,0.0,1.87255859375
3053.3463605276015,0.0,-4.12744140625
3053.688324377137,0.0,-5.12744140625
3054.0302882266733,0.0,-40.12744140625
3054.372252076209,0.0,-2.12744140625
3054.714215925745,0.0,-18.12744140625
3055.0561797752807,0.0,13.87255859375
3055.398143624817,0.0,-20.12744140625
3055.7401074743525,0.0,-15.12744140625
3056.0820713238886,0.0,8.87255859375
3056.4240351734247,0.0,1.87255859375
3056.7659990229604,0.0,-17.12744140625
3057.1079628724965,0.0,-17.12744140625
3057.449926722032,0.0,9.87255859375
3057.7918905715683,0.0,0.87255859375
3058.133854421104,0.0,1.87255859375
3058.47581827064,0.0,5.87255859375
3058.8177821201757,0.0,-9.12744140625
3059.159745969712,0.0,25.87255859375
3059.5017098192475,0.0,15.87255859375
3059.8436736687836,0.0,-29.12744140625
3060.1856375183197,0.0,-11.12744140625
3060.5276013678554,0.0,-22.12744140625
3060.8695652173915,0.0,-30.12744140625
3061.211529066927,0.0,-0.12744140625
3061.5534929164633,0.0,-12.12744140625
3061.895456765999,0.0,7.87255859375
3062.237420615535,0.0,-24.12744140625
3062.5793844650707,0.0,-20.12744140625
3062.921348314607,0.0,-17.12744140625
3063.2633121641425,0.0,-28.12744140625
3063.6052760136786,0.0,27.87255859375
3063.9472398632142,0.0,-14.12744140625
3064.2892037127503,0.0,-16.12744140625
3064.6311675622865,0.0,18.87255859375
3064.973131411822,0.0,24.87255859375
3065.3150952613582,0.0,15.87255859375
3065.657059110894,0.0,9.87255859375
3065.99902296043,0.0,6.87255859375
3066.3409868099657,0.0,6.87255859375
3066.682950659502,0.0,-27.12744140625
3067.0249145090374,0.0,-8.12744140625
3067.3668783585736,0.0,4.87255859375
3067.708842208109,0.0,2.87255859375
3068.0508060576453,0.0,-9.12744140625
3068.3927699071814,0.0,0.87255859375
3068.734733756717,0.0,-37.12744140625
3069.076697606253,0.0,-28.12744140625
3069.418661455789,0.0,-6.12744140625
3069.760625305325,0.0,35.87255859375
3070.1025891548607,0.0,8.87255859375
3070.4445530043968,0.0,-29.12744140625
3070.7865168539324,0.0,-25.12744140625
3071.1284807034685,0.0,-13.12744140625
3071.470444553004,0.0,6.87255859375
3071.8124084025403,0.0,-25.12744140625
3072.1543722520764,0.0,-35.12744140625
3072.496336101612,0.0,-3.12744140625
3072.838299951148,0.0,26.87255859375
3073.180263800684,0.0,5.87255859375
3073.52222765022,0.0,-24.12744140625
3073.8641914997556,0.0,5.87255859375
3074.2061553492917,0.0,13.87255859375
3074.5481191988274,0.0,1.87255859375
3074.8900830483635,0.0,14.87255859375
3075.232046897899,0.0,25.87255859375
3075.5740107474353,0.0,9.87255859375
3075.915974596971,0.0,-10.12744140625
3076.257938446507,0.0,14.87255859375
3076.599902296043,0.0,0.87255859375
3076.941866145579,0.0,2.87255859375
3077.283829995115,0.0,-35.12744140625
3077.6257938446506,0.0,-12.12744140625
3077.9677576941867,0.0,8.87255859375
3078.3097215437224,0.0,2.87255859375
3078.6516853932585,0.0,26.87255859375
3078.993649242794,0.0,0.87255859375
3079.3356130923303,0.0,10.87255859375
3079.677576941866,0.0,-14.12744140625
3080.019540791402,0.0,9.87255859375
3080.361504640938,0.0,-22.12744140625
3080.703468490474,0.0,-0.12744140625
3081.04543234001,0.0,14.87255859375
3081.3873961895456,0.0,20.87255859375
3081.7293600390817,0.0,17.87255859375
3082.0713238886174,0.0,23.87255859375
3082.4132877381535,0.0,15.87255859375
3082.755251587689,0.0,31.87255859375
3083.0972154372253,0.0,9.87255859375
3083.439179286761,0.0,3.87255859375
3083.781143136297,0.0,12.87255859375
3084.123106985833,0.0,4.87255859375
3084.465070835369,0.0,-17.12744140625
3084.807034684905,0.0,1.87255859375
3085.1489985344406,0.0,17.87255859375
3085.4909623839767,0.0,-10.12744140625
3085.8329262335124,0.0,-13.12744140625
3086.1748900830485,0.0,37.87255859375
3086.516853932584,0.0,42.87255859375
3086.8588177821202,0.0,7.87255859375
3087.200781631656,0.0,33.87255859375
3087.542745481192,0.0,11.87255859375
3087.8847093307277,0.0,7.87255859375
3088.226673180264,0.0,-1.12744140625
3088.5686370298,0.0,6.87255859375
3088.9106008793356,0.0,20.87255859375
3089.2525647288717,0.0,18.87255859375
3089.5945285784073,0.0,28.87255859375
3089.9364924279434,0.0,58.87255859375
3090.278456277479,0.0,35.87255859375
3090.620420127015,0.0,77.87255859375
3090.962383976551,0.0,59.87255859375
3091.304347826087,0.0,50.87255859375
3091.6463116756227,0.0,16.87255859375
3091.9882755251588,0.0,47.87255859375
3092.330239374695,0.0,81.87255859375
3092.6722032242305,0.0,63.87255859375
3093.0141670737667,0.0,35.87255859375
3093.3561309233023,0.0,47.87255859375
3093.6980947728384,0.0,39.87255859375
3094.040058622374,0.0,45.87255859375
3094.38202247191,0.0,86.87255859375
3094.723986321446,0.0,56.87255859375
3095.065950170982,0.0,50.87255859375
3095.4079140205176,0.0,29.87255859375
3095.7498778700538,0.0,11.87255859375
3096.09184171959,0.0,74.87255859375
3096.4338055691255,0.0,76.87255859375
3096.7757694186616,0.0,88.87255859375
3097.1177332681973,0.0,69.87255859375
3097.4596971177334,0.0,81.87255859375
